1.293897926807403564e-01,-2.427267134189605713e-01,-5.351240634918212891e-01
1.971869319677352905e-01,-1.910187005996704102e-01,-6.575970053672790527e-01
2.301310747861862183e-01,-1.664032340049743652e-01,-6.782012581825256348e-01
-2.851408720016479492e-02,-2.915090322494506836e-01,-8.066965341567993164e-01
-3.391586989164352417e-02,-2.964252531528472900e-01,-6.226778030395507812e-01
7.541936822235584259e-03,-2.656630277633666992e-01,-8.183737397193908691e-01
-4.019309952855110168e-02,-2.973170876502990723e-01,-4.442467689514160156e-01
-1.166740315966308117e-03,-2.749173343181610107e-01,-6.104944348335266113e-01
-4.775702953338623047e-02,-3.070610463619232178e-01,-2.386708408594131470e-01
4.716157168149948120e-02,-2.321426719427108765e-01,-5.178694725036621094e-01
1.118281185626983643e-01,-1.843358129262924194e-01,-8.105682134628295898e-01
7.945831120014190674e-02,-2.109308540821075439e-01,-4.991780817508697510e-01
1.424902528524398804e-01,-1.659010648727416992e-01,-7.443982958793640137e-01
1.111937165260314941e-01,-1.865244358777999878e-01,-4.987491071224212646e-01
1.486722528934478760e-01,-1.579159945249557495e-01,-6.384047865867614746e-01
1.039855107665061951e-01,-1.911127865314483643e-01,-3.215080201625823975e-01
1.831326484680175781e-01,-1.314137428998947144e-01,-6.506096124649047852e-01
1.570851206779479980e-01,-1.497785747051239014e-01,-3.773058354854583740e-01
8.446294069290161133e-02,-2.077450156211853027e-01,8.016604930162429810e-02
1.856028288602828979e-01,-1.323793679475784302e-01,-1.950187832117080688e-01
1.701274365186691284e-01,-1.429339200258255005e-01,2.083477750420570374e-02
2.140571624040603638e-01,-1.061955988407135010e-01,-1.767399609088897705e-01
2.043739259243011475e-01,-1.166969090700149536e-01,2.343189716339111328e-02
-1.527626812458038330e-01,-3.091603517532348633e-01,-5.485994219779968262e-01
-9.587746858596801758e-02,-2.684647440910339355e-01,-7.833700180053710938e-01
-1.190786436200141907e-01,-2.841441929340362549e-01,-5.224839448928833008e-01
-6.384551525115966797e-02,-2.448598444461822510e-01,-7.808249592781066895e-01
-8.170393109321594238e-02,-2.574476599693298340e-01,-5.630661249160766602e-01
