-0.249207,0.064024,0.145729,39.000000
-0.246696,0.062554,0.147010,39.000000
-0.249292,0.067712,0.145903,39.000000
-0.245322,0.067537,0.146233,39.000000
-0.253459,0.063849,0.150560,39.000000
-0.247397,0.057548,0.146445,39.000000
-0.246476,0.057548,0.149036,39.000000
-0.254746,0.065767,0.151241,39.000000
-0.223121,0.047359,0.129929,39.000000
-0.220707,0.047980,0.133100,39.000000
-0.220408,0.051992,0.129540,39.000000
-0.220025,0.054093,0.127599,39.000000
-0.218889,0.055297,0.128412,39.000000
-0.219828,0.051857,0.126606,39.000000
-0.218768,0.056913,0.122839,39.000000
-0.217977,0.048324,0.127013,39.000000
-0.083486,0.769258,-0.551094,66.000000
-0.090729,0.767476,-0.551626,66.000000
-0.092496,0.765745,-0.547339,66.000000
-0.091332,0.764785,-0.556413,66.000000
-0.096082,0.765861,-0.544754,66.000000
-0.156627,0.698784,-0.587629,66.000000
-0.157957,0.700900,-0.594081,66.000000
-0.155622,0.692125,-0.593062,66.000000
-0.160960,0.696850,-0.592732,66.000000
-0.163585,0.693500,-0.598134,66.000000
-0.097848,0.584746,-0.570741,66.000000
-0.104120,0.583819,-0.575528,66.000000
-0.104096,0.581759,-0.576886,66.000000
-0.106128,0.579162,-0.575563,66.000000
-0.061054,0.572167,-0.580824,66.000000
-0.226791,0.628086,-0.545860,66.000000
-0.655420,0.196335,-0.534194,41.000000
-0.656844,0.197696,-0.531626,41.000000
-0.656540,0.195441,-0.530396,41.000000
-0.658868,0.194108,-0.529749,41.000000
-0.657909,0.192874,-0.527375,41.000000
-0.659124,0.194962,-0.526962,41.000000
-0.660943,0.194404,-0.528085,41.000000
-0.663296,0.187947,-0.529954,41.000000
-0.633696,0.182257,-0.529044,41.000000
-0.634200,0.184473,-0.522817,41.000000
-0.635070,0.180871,-0.523727,41.000000
-0.634174,0.179424,-0.519648,41.000000
-0.633152,0.174521,-0.524223,41.000000
-0.627165,0.176525,-0.523075,41.000000
-0.632008,0.172857,-0.517620,41.000000
-0.593600,0.257177,-0.560720,41.000000
-0.076807,0.229592,-0.370184,56.000000
-0.077879,0.229777,-0.369773,56.000000
-0.075130,0.231045,-0.370688,56.000000
-0.079442,0.230248,-0.372200,56.000000
-0.078030,0.234221,-0.371102,56.000000
-0.076389,0.233209,-0.374094,56.000000
-0.082632,0.229493,-0.367459,56.000000
-0.075884,0.230730,-0.377133,56.000000
-0.081687,0.234859,-0.377591,56.000000
-0.084769,0.231784,-0.377610,56.000000
-0.060675,0.205192,-0.299014,56.000000
-0.055641,0.212090,-0.295357,56.000000
-0.067202,0.202781,-0.289618,56.000000
-0.058296,0.208397,-0.289392,56.000000
-0.153979,0.378829,-0.530749,56.000000
-0.159862,0.379267,-0.528570,56.000000
-0.235785,0.568877,0.189246,26.000000
